"","ensemble_id","desc_run_id","mesh_run_id","model","Metric","N","Value","sd","se","ci"
"126",26,3,8,"ensemble","accuracy",5,0.943621399176955,0.0102209746559834,0.00457095882541627,0.0126910162568877
"127",26,3,8,"ensemble","kappa",5,0.61137481535863,0.0636752538003985,0.0284764391964486,0.0790632702204422
"128",26,3,8,"ensemble","sensitivity",5,0.966815144766147,0.00800698352438644,0.00358083189104978,0.00994198317644133
"129",26,3,8,"ensemble","specificity",5,0.662162162162162,0.0611850347171447,0.027362779366644,0.075971254837126
"130",26,3,8,"ensemble","balanced_accuracy",5,0.814488653464155,0.0324287848340441,0.0145025934633273,0.0402656546339287
"131",27,3,9,"ensemble","accuracy",5,0.940740740740741,0.00512341547242334,0.00229126105466256,0.00636156053994819
"132",27,3,9,"ensemble","kappa",5,0.528657893375552,0.134172763530711,0.060003883996735,0.166597490015591
"133",27,3,9,"ensemble","sensitivity",5,0.973719376391982,0.0164154777385664,0.00734122482131382,0.0203825077212933
"134",27,3,9,"ensemble","specificity",5,0.540540540540541,0.223484262277584,0.099945200470814,0.277492362635204
"135",27,3,9,"ensemble","balanced_accuracy",5,0.757129958466261,0.10392557780198,0.0464769313132341,0.129040648449243
"136",28,4,1,"ensemble","accuracy",5,0.939094650205761,0.00798237232151064,0.00356982542652212,0.00991142433187796
"137",28,4,1,"ensemble","kappa",5,0.613038863089687,0.0391279002250213,0.0174985289439954,0.0485837050347179
"138",28,4,1,"ensemble","sensitivity",5,0.956347438752784,0.0110912245861815,0.00496014642568377,0.013771574264654
"139",28,4,1,"ensemble","specificity",5,0.72972972972973,0.0752400589571625,0.0336483772918614,0.0934228724298373
"140",28,4,1,"ensemble","balanced_accuracy",5,0.843038584241257,0.0343900051348847,0.0153796778456338,0.042700831274029
"141",29,4,2,"ensemble","accuracy",5,0.94156378600823,0.00746859728925168,0.00334005824706748,0.00927348837114603
"142",29,4,2,"ensemble","kappa",5,0.619381778053816,0.045690853284598,0.0204335707788661,0.0567326875706955
"143",29,4,2,"ensemble","sensitivity",5,0.959910913140312,0.0112190655231681,0.00501731863076561,0.0139303097536069
"144",29,4,2,"ensemble","specificity",5,0.718918918918919,0.0938192159876205,0.0419572289088109,0.116491942831531
"145",29,4,2,"ensemble","balanced_accuracy",5,0.839414916029615,0.0432094101006627,0.0193238356505496,0.053651568905615
"146",30,4,3,"ensemble","accuracy",5,0.943004115226337,0.00865666006912039,0.00387137607453224,0.0107486631525149
"147",30,4,3,"ensemble","kappa",5,0.625808081001509,0.0406126527960404,0.0181625304797087,0.0504272688483928
